# Parte 10 - Líneas 84901 a 94900
# Total en esta parte: 10000 strings
# Formato: ID|ADDRESS|TEXT
#
84900|0x0068DEA9|After saying that, she turned around.
84901|0x0068DED9|After saying that, she turned~around.
84902|0x0068DF0E|I remained standing where I was.
84903|0x0068DF39|I remained standing where I~was.
84904|0x0068DF73|...Are you going home already?
84905|0x0068DF9C|...Are you going home already?
84906|0x0068E001|Yes.
84907|0x0068E010|Yes.
84908|0x0068E02E|I didn't get to treat you to anything.
84909|0x0068E05F|I didn't get to treat you to~anything.
84910|0x0068E0AF|That's quite okay. My body doesn't feel any hunger.
84911|0x0068E0ED|That's quite okay. My body~doesn't feel any hunger.
84912|0x0068E13A|We haven't had any fun yet.
84913|0x0068E160|We haven't had any fun yet.
84914|0x0068E1A5|Well, we've seen the waterway.
84915|0x0068E1CE|Well, we've seen the waterway.
84916|0x0068E206|But what else? Nothing.
84917|0x0068E228|But what else? Nothing.
84918|0x0068E269|That's more than enough.
84919|0x0068E28C|That's more than enough.
84920|0x0068E2BE|Let's go on with the date.
84921|0x0068E2E3|Let's go on with the date.
84922|0x0068E327|No, let's stop here.
84923|0x0068E346|No, let's stop here.
84924|0x0068E374|...Was it too boring for you?
84925|0x0068E39C|...Was it too boring for you?
84926|0x0068E3E3|Hardly. I got to tease Asuho-san at the cafe, so I'm very satisfied.
84927|0x0068E432|Hardly. I got to tease~Asuho-san at the cafe, so I'm~very satisfied.
84928|0x0068E492|And while it was only very brief, I got a taste of what love is like.
84929|0x0068E4E2|And while it was only very~brief, I got a taste of what~love is like.
84930|0x0068E551|I... got to be your girlfriend.
84931|0x0068E57B|I... got to be your girlfriend.
84932|0x0068E5AA|She smiled embarrassedly.
84933|0x0068E5CE|She smiled embarrassedly.
84934|0x0068E611|Thank you for accepting me as your girlfriend.
84935|0x0068E64A|Thank you for accepting me as~your girlfriend.
84936|0x0068E693|She directed a bow at me.
84937|0x0068E6B7|She directed a bow at me.
84938|0x0068E6EA|Kosame-san, then...
84939|0x0068E708|Kosame-san, then...
84940|0x0068E745|Your girlfriend is saying that she wants to go home, so an~understanding boyfriend would surely comply.
84941|0x0068E7B7|Your girlfriend is saying that~she wants to go home, so an~understanding boyfriend would~surely comply.
84942|0x0068E838|In that case, I'll help you out with shrine work.
84943|0x0068E874|In that case, I'll help you out~with shrine work.
84944|0x0068E8CF|No, that won't be necessary.
84945|0x0068E8F6|No, that won't be necessary.
84946|0x0068E943|I tried to go on, to say something further, but Kosame-san sealed my~lips with her index finger.
84947|0x0068E9AE|I tried to go on, to say~something further, but~Kosame-san sealed my lips with~her index finger.
84948|0x0068EA38|A boyfriend ought to always put his girlfriend above all else.
84949|0x0068EA81|A boyfriend ought to always put~his girlfriend above all else.
84950|0x0068EADB|He ought to be able to sense when his girlfriend wants some time to~herself.
84951|0x0068EB32|He ought to be able to sense~when his girlfriend wants some~time to herself.
84952|0x0068EBAD|And with this, our time as a pretend couple had come to an end.
84953|0x0068EBF7|And with this, our time as a~pretend couple had come to an~end.
84954|0x0068EC46|What an anticlimactic ending.
84955|0x0068EC6E|What an anticlimactic ending.
84956|0x0068EC9B|Kosame-san smiled until we parted at the station.
84957|0x0068ECD7|Kosame-san smiled until we~parted at the station.
84958|0x0068ED18|It was a smile she put up out of consideration for me.
84959|0x0068ED59|It was a smile she put up out~of consideration for me.
84960|0x0068ED9F|And that smile gave rise to something within the depths of my heart.
84961|0x0068EDEE|And that smile gave rise to~something within the depths of~my heart.
84962|0x0068EE42|Not hurting the other's heart when the time inevitably comes to say~goodbye. Kosame-san seemed to believe that was the right option for~the ghost in her story.
84963|0x0068EEEC|Not hurting the other's heart~when the time inevitably comes~to say goodbye. Kosame-san~seemed to believe that was the
84964|0x0068EF72|But it was already too late.
84965|0x0068EF99|But it was already too late.
84966|0x0068EFC5|My heart was already in pain.
84967|0x0068EFED|My heart was already in pain.
84968|0x0068F01A|And precisely because I'd had the chance to meet Mare, these feelings~born inside of me made my thoughts go in a direction beyond common~sense.
84969|0x0068F0B4|And precisely because I'd had~the chance to meet Mare, these~feelings born inside of me made~my thoughts go in a direction
84970|0x0068F13E|I'd convinced myself of this worst case scenario, and it wouldn't~leave my mind.
84971|0x0068F199|I'd convinced myself of this~worst case scenario, and it~wouldn't leave my mind.
84972|0x0068F1F9|I was positive that from that day on, I would never be able to bring~myself to like tragic love stories.
84973|0x0068F26C|I was positive that from that~day on, I would never be able~to bring myself to like tragic~love stories.
84974|0x0068F338|It sure gets cold at this time of the day.
84975|0x0068F36D|It sure gets cold at this time~of the day.
84976|0x0068F3B3|Agreed. I have to put on my fall clothes just like you.
84977|0x0068F3F5|Agreed. I have to put on my~fall clothes just like you.
84978|0x0068F4A5|This body itself would normally enable me to remain without feeling~any cold... but my past experiences are giving birth to phantom~feelings.
84979|0x0068F53D|This body itself would normally~enable me to remain without~feeling any cold... but my past~experiences are giving birth to
84980|0x0068F5E2|Maybe that's proof that ghosts are bound by their past memories.
84981|0x0068F62D|Maybe that's proof that ghosts~are bound by their past~memories.
84982|0x0068F697|...Not everything revolves around memories. I hear your body has~properly matured since back when you lost your life.
84983|0x0068F717|...Not everything revolves~around memories. I hear your~body has properly matured since~back when you lost your life.
84984|0x0068F7B6|Yes, it has. I believe my current form is an illusory dream that came~about due to my knowledge that humans grow.
84985|0x0068F832|Yes, it has. I believe my~current form is an illusory~dream that came about due to my~knowledge that humans grow.
84986|0x0068F8CD|And thanks to Nee-san always being close by... I think I also matured~in a way to match Nee-san's growth.
84987|0x0068F941|And thanks to Nee-san always~being close by... I think I~also matured in a way to match~Nee-san's growth.
84988|0x0068F9D4|......
84989|0x0068F9E5|......
84990|0x0068FA15|So? What brings you here tonight, Setsuna-senpai?
84991|0x0068FA51|So? What brings you here~tonight, Setsuna-senpai?
84992|0x0068FAAC|The full moon is nigh, so I would like to avoid stepping foot outside~at night...
84993|0x0068FB08|The full moon is nigh, so I~would like to avoid stepping~foot outside at night...
84994|0x0068FB83|If it hadn't been you, I would have positively declined.
84995|0x0068FBC6|If it hadn't been you, I would~have positively declined.
84996|0x0068FC28|My mistake. I apologize for that.
84997|0x0068FC54|My mistake. I apologize for~that.
84998|0x0068FC9F|Is it something important?
84999|0x0068FCC4|Is it something important?
85000|0x0068FD08|Quite important.
85001|0x0068FD23|Quite important.
85002|0x0068FD88|Have you made up your mind... to send me back?
85003|0x0068FDC1|Have you made up your mind...~to send me back?
85004|0x0068FE49|......
85005|0x0068FE5A|......
85006|0x0068FEB1|My mother has already given you permission to, right?
85007|0x0068FEF1|My mother has already given you~permission to, right?
85008|0x0068FF42|......
85009|0x0068FF53|......
85010|0x0068FF83|Why are you hesitating?
85011|0x0068FFA5|Why are you hesitating?
85012|0x0068FFD8|Is it about Nee-san?
85013|0x0068FFF7|Is it about Nee-san?
85014|0x00690035|Seeing her the way she is now, I think she already has an idea to some~extent.
85015|0x0069008E|Seeing her the way she is now,~I think she already has an idea~to some extent.
85016|0x00690106|She knows that I'm an existence that ought to leave this world.
85017|0x00690150|She knows that I'm an existence~that ought to leave this world.
85018|0x006901B9|...Has your elder sister regained her memories?
85019|0x006901F3|...Has your elder sister~regained her memories?
85020|0x00690277|That I can't tell. However, see, I suffered a burn on the back of my~hand.
85021|0x006902CC|That I can't tell. However,~see, I suffered a burn on the~back of my hand.
85022|0x00690332|And I showed her that it healed up immediately.
85023|0x0069036C|And I showed her that it healed~up immediately.
85024|0x006903C5|She wasn't surprised in the slightest.
85025|0x006903F6|She wasn't surprised in the~slightest.
85026|0x00690438|Her expression contained mixed feelings. Like she couldn't quite~believe it, but that it would make sense to her at the same time.
85027|0x006904C5|Her expression contained mixed~feelings. Like she couldn't~quite believe it, but that it~would make sense to her at the
85028|0x00690566|Believe me when I say you don't have to worry.
85029|0x0069059F|Believe me when I say you don't~have to worry.
85030|0x006905F7|Nee-san can accept everything now.
85031|0x00690624|Nee-san can accept everything~now.
85032|0x00690662|So please, don't hesitate.
85033|0x00690687|So please, don't hesitate.
85034|0x006906CB|Though I will say I'm happy to see that you're worried about~Nee-san...
85035|0x0069071D|Though I will say I'm happy to~see that you're worried about~Nee-san...
85036|0x006907B4|...That part of you never changes.
