# Parte 2 - Líneas 4901 a 14900
# Total en esta parte: 10000 strings
# Formato: ID|ADDRESS|TEXT
#
4900|0x00098EE8|mag_ef100_4
4901|0x00098F00|mag_ef100_5
4902|0x00098F18|mag_ef100_6
4903|0x00098F30|mag_ef100_7
4904|0x00098F48|mag_ef100_8
4905|0x0009932B|mag_ef200_1
4906|0x00099343|mag_ef200_2
4907|0x0009935B|mag_ef200_3
4908|0x00099373|mag_ef200_4
4909|0x0009938B|mag_ef200_5
4910|0x000993A3|mag_ef200_6
4911|0x000997F4|mag_ef201_1
4912|0x0009980C|mag_ef201_2
4913|0x00099824|mag_ef201_3
4914|0x0009983C|mag_ef201_4
4915|0x00099854|mag_ef201_5
4916|0x0009986C|mag_ef201_6
4917|0x00099884|mag_ef201_7
4918|0x0009989C|mag_ef201_8
4919|0x0009A26B|
4920|0x0009A273|
4921|0x0009A2FE|I loved her.
4922|0x0009A315|I loved her.
4923|0x0009A336|It was a sort of love that wasn't quite romantic.
4924|0x0009A372|It was a sort of love that~wasn't quite romantic.
4925|0x0009A3B3|Admittedly, though, the memories I have of the time we spent together~are now blurred in places, as if they can only be viewed through the~glass of a foggy window.
4926|0x0009A461|Admittedly, though, the~memories I have of the time we~spent together are now blurred~in places, as if they can only
4927|0x0009A4E5|While the love in my memories wasn't romantic love, I certainly did~love her.
4928|0x0009A53D|While the love in my memories~wasn't romantic love, I~certainly did love her.
4929|0x0009A59A|If I had to give proof of that, it would be that I shared my first~kiss with her when we were only in elementary school.
4930|0x0009A61D|If I had to give proof of that,~it would be that I shared my~first kiss with her when we~were only in elementary school.
4931|0x0009A6A5|To this very day, I can vividly remember the warm sensation of her~lips. So there is no denying that the kiss we shared was genuine.
4932|0x0009A734|To this very day, I can vividly~remember the warm sensation of~her lips. So there is no~denying that the kiss we shared
4933|0x0009A7BB|Back then, we were quite the precocious pair.
4934|0x0009A7F3|Back then, we were quite the~precocious pair.
4935|0x0009A830|And as precocious children, we thought that a kiss was when you placed~your lips on another person's forehead.
4936|0x0009A8A9|And as precocious children, we~thought that a kiss was when~you placed your lips on another~person's forehead.
4937|0x0009A927|Yes, the two of us mistakenly thought that qualified as a kiss, but~even still, it wasn't a romantic love that we felt for each other.
4938|0x0009A9B8|Yes, the two of us mistakenly~thought that qualified as a~kiss, but even still, it wasn't~a romantic love that we felt
4939|0x0009AA3E|Which is why, to this day, I can still say that I have yet to fall in~love.
4940|0x0009AA94|Which is why, to this day, I~can still say that I have yet~to fall in love.
4941|0x0009AAEF|But there is still a certain fondness for that girl lingering in my~heart.
4942|0x0009AB44|But there is still a certain~fondness for that girl~lingering in my heart.
4943|0x0009AB9E|In the years since then, that feeling for her is the only thing that~has remained in my heart without ever fading.
4944|0x0009AC1B|In the years since then, that~feeling for her is the only~thing that has remained in my~heart without ever fading.
4945|0x0009AC9D|That's why, having finally returned to my hometown after several years~away, there was one thing I felt the urge to do before anything else.
4946|0x0009AD34|That's why, having finally~returned to my hometown after~several years away, there was~one thing I felt the urge to do
4947|0x0009ADBA|Which was, of course, to see her again.
4948|0x0009ADEC|Which was, of course, to see~her again.
4949|0x0009AE23|I was hoping for an emotional reunion.
4950|0x0009AE54|I was hoping for an emotional~reunion.
4951|0x0009AE8A|And to that end, I had even brought some eye drops with me.
4952|0x0009AED0|And to that end, I had even~brought some eye drops with me.
4953|0x0009AF1B|I'm the kind of guy who likes to come prepared.
4954|0x0009AF55|I'm the kind of guy who likes~to come prepared.
4955|0x0009AF94|Although, if I wanted to use them, the most important thing would be~finding a way to apply them without her catching me.
4956|0x0009B018|Although, if I wanted to use~them, the most important thing~would be finding a way to apply~them without her catching me.
4957|0x0009B0A1|However, if I actually did end up crying genuine tears by some turn of~events...
4958|0x0009B0FC|However, if I actually did end~up crying genuine tears by some~turn of events...
4959|0x0009B15C|In that case, I would just have to make sure I didn't stammer as I~said, “Oh, these are just fake,” while pulling out the eye drops.
4960|0x0009B1ED|In that case, I would just have~to make sure I didn't stammer~as I said, “Oh, these are just~fake,” while pulling out the eye
4961|0x0009B27C|(...Of course, there's no way I'd actually start crying though,~right?)
4962|0x0009B2CE|(...Of course, there's no way~I'd actually start crying~though, right?)
4963|0x0009B325|Even if our relationship had gone as far as kissing, it was just on~the forehead.
4964|0x0009B381|Even if our relationship had~gone as far as kissing, it was~just on the forehead.
4965|0x0009B3E2|Either way, the idea that we might have our first lip-to-lip kiss on~our reunion day would be stretching reality a little bit too much.
4966|0x0009B474|Either way, the idea that we~might have our first lip-to-lip~kiss on our reunion day would~be stretching reality a little
4967|0x0009B4FD|(...And it's not like I want that to happen either, okay?)
4968|0x0009B542|(...And it's not like I want~that to happen either, okay?)
4969|0x0009B5DD|Alternating feelings of both anticipation and anxiety rose inside me.
4970|0x0009B62D|Alternating feelings of both~anticipation and anxiety rose~inside me.
4971|0x0009B682|Since all I had was her name, no contact information or anything of~the sort, my plans to reunite with her had actually hit a bit of a~roadblock.
4972|0x0009B71E|Since all I had was her name,~no contact information or~anything of the sort, my plans~to reunite with her had
4973|0x0009B79C|Obviously I couldn't pick up the phone and give her a call, which is~why I was walking through town on my own two feet.
4974|0x0009B81E|Obviously I couldn't pick up~the phone and give her a call,~which is why I was walking~through town on my own two
