# Parte 7 - Líneas 54901 a 64900
# Total en esta parte: 10000 strings
# Formato: ID|ADDRESS|TEXT
#
54900|0x00470EF5|My other reason is that you aren't similar to me only in regards to~your constitution, but also your way of thinking.
54901|0x00470F75|My other reason is that you~aren't similar to me only in~regards to your constitution,~but also your way of thinking.
54902|0x00471006|So I can't bear to just ignore you.
54903|0x00471034|So I can't bear to just ignore~you.
54904|0x00471073|I thought it was my duty as the foolish person who'd been down that~road before... to teach a thing or two to his junior.
54905|0x004710F7|I thought it was my duty as the~foolish person who'd been down~that road before... to teach a~thing or two to his junior.
54906|0x0047118C|Though I guess I might've been a nuisance to you...
54907|0x004711CA|Though I guess I might've been~a nuisance to you...
54908|0x00471219|Fairy... san...
54909|0x00471233|Fairy... san...
54910|0x0047125E|Yeah... you're right...
54911|0x00471280|Yeah... you're right...
54912|0x004712B3|Indeed, that might have been... not your concern...
54913|0x004712F1|Indeed, that might have been...~not your concern...
54914|0x00471340|I mean... I know that...
54915|0x00471363|I mean... I know that...
54916|0x00471397|You didn't... have to teach me that...
54917|0x004713C8|You didn't... have to teach me~that...
54918|0x0047140A|I already knew there was no point in forgetting...
54919|0x00471447|I already knew there was no~point in forgetting...
54920|0x00471495|I knew I was only imposing this cruel kindness from the start...
54921|0x004714E0|I knew I was only imposing this~cruel kindness from the~start...
54922|0x0047153C|So it was a little different in my case...
54923|0x00471571|So it was a little different in~my case...
54924|0x004715B7|That's not why I wished for You-kun to forget about me...
54925|0x004715FB|That's not why I wished for~You-kun to forget about me...
54926|0x00471650|That's not why I made a wish upon a shooting star that day...
54927|0x00471698|That's not why I made a wish~upon a shooting star that~day...
54928|0x004716F1|It wasn't a kindness directed at someone else...
54929|0x0047172C|It wasn't a kindness directed~at someone else...
54930|0x00471778|But an expression of resolve directed at myself...
54931|0x004717B5|But an expression of resolve~directed at myself...
54932|0x00471803|My own, personal resolve...
54933|0x00471829|My own, personal resolve...
54934|0x00471860|A motivator to strengthen myself...
54935|0x0047188E|A motivator to strengthen~myself...
54936|0x004718CD|So I wouldn't have to be so weak in front of You-kun...
54937|0x0047190F|So I wouldn't have to be so~weak in front of You-kun...
54938|0x00471962|So I wouldn't worry him...
54939|0x00471987|So I wouldn't worry him...
54940|0x004719BD|So I could be a proper big sister to him...
54941|0x004719F3|So I could be a proper big~sister to him...
54942|0x00471A3A|So I could... embrace You-kun's lonely act of playing strong... and~his coldly hardened emotions...
54943|0x00471AA8|So I could... embrace You-kun's~lonely act of playing strong...~and his coldly hardened~emotions...
54944|0x00471B27|In order for us to warm each other...
54945|0x00471B57|In order for us to warm each~other...
54946|0x00471B98|Together...
54947|0x00471BAE|Together...
54948|0x00471BD5|Not alone... but with each other...
54949|0x00471C03|Not alone... but with each~other...
54950|0x00471C42|That was... my wish...
54951|0x00471C63|That was... my wish...
54952|0x00471C95|I want You-kun to forget about me...
54953|0x00471CC4|I want You-kun to forget about~me...
54954|0x00471D04|But once my disease is gone...
54955|0x00471D2D|But once my disease is gone...
54956|0x00471D67|Once my health has gotten better...
54957|0x00471D95|Once my health has gotten~better...
