# Parte 4 - Líneas 24901 a 34900
# Total en esta parte: 10000 strings
# Formato: ID|ADDRESS|TEXT
#
24900|0x00238F46|Mare gave no answer.
24901|0x00238F65|Mare gave no answer.
24902|0x00238F89|She seemed unsure of how to respond.
24903|0x00238FB8|She seemed unsure of how to~respond.
24904|0x00238FEC|I probably wouldn't stop visiting the lookout altogether, if I'm being~perfectly honest. It's not like I've given up on the girl from the~lookout.
24905|0x00239089|I probably wouldn't stop~visiting the lookout~altogether, if I'm being~perfectly honest. It's not like
24906|0x002390FF|Just like Asuho told me, I just have to wait for her while gazing up~at the night sky here at this fantastic lookout in the meantime.
24907|0x0023918F|Just like Asuho told me, I just~have to wait for her while~gazing up at the night sky here~at this fantastic lookout in
24908|0x00239216|And that's what I fully intended to do.
24909|0x00239248|And that's what I fully~intended to do.
24910|0x0023927F|But still, I wouldn't be able to come nearly as often.
24911|0x002392C0|But still, I wouldn't be able~to come nearly as often.
24912|0x00239306|So I wouldn't get as many chances to see Mare.
24913|0x0023933F|So I wouldn't get as many~chances to see Mare.
24914|0x0023937D|I picked up the admission form still on the ground from when Mare~flung it away, and I passed it to her once again.
24915|0x002393FB|I picked up the admission form~still on the ground from when~Mare flung it away, and I~passed it to her once again.
24916|0x002394CF|Sorry if it feels like I'm forcing this on you.
24917|0x00239509|Sorry if it feels like I'm~forcing this on you.
24918|0x00239548|Mare just sighed.
24919|0x00239564|Mare just sighed.
24920|0x0023959D|Yeah, really. And coming from the guy that said he hates being imposed~on, too.
24921|0x002395F7|Yeah, really. And coming from~the guy that said he hates~being imposed on, too.
24922|0x00239660|That's why I'm not gonna make you answer right now. Just give it some~thought.
24923|0x002396B9|That's why I'm not gonna make~you answer right now. Just give~it some thought.
24924|0x00239717|I didn't want to be too demanding, but it would have been really nice~if she answered before our deadline on Monday of next week.
24925|0x002397A3|I didn't want to be too~demanding, but it would have~been really nice if she~answered before our deadline on
24926|0x00239837|...I may not put my name on it, just so you know.
24927|0x00239873|...I may not put my name on it,~just so you know.
24928|0x002398BE|Yeah, I know.
24929|0x002398D6|Yeah, I know.
24930|0x0023990B|So you'd better not get mad at me if I don't.
24931|0x00239943|So you'd better not get mad at~me if I don't.
24932|0x0023998A|Don't worry, I won't.
24933|0x002399AA|Don't worry, I won't.
24934|0x002399E7|......
24935|0x002399F8|......
24936|0x00239A3E|Mare turned her back towards me, as if to leave.
24937|0x00239A79|Mare turned her back towards~me, as if to leave.
24938|0x00239AB9|Before disappearing, however, she threw a parting glance over her~shoulder at me.
24939|0x00239B15|Before disappearing, however,~she threw a parting glance over~her shoulder at me.
24940|0x00239BBA|...Goodbye, Mister Molester.
24941|0x00239BE1|...Goodbye, Mister Molester.
24942|0x00239C32|With that, Mare then disappeared.
24943|0x00239C5E|With that, Mare then~disappeared.
24944|0x00239C8F|It almost sounded like she said, See you tomorrow.
24945|0x00239CCC|It almost sounded like she~said, See you tomorrow.
24946|0x00239D4A|On my way back from the lookout, something caught my attention as I~approached Hibari High's school gate.
24947|0x00239DBE|On my way back from the~lookout, something caught my~attention as I approached~Hibari High's school gate.
24948|0x00239E80|Is that what I think it is...
24949|0x00239EA8|Is that what I think it is...
24950|0x00239EDB|Up ahead, I saw the silhouette of a person.
24951|0x00239F11|Up ahead, I saw the silhouette~of a person.
24952|0x00239F55|Someone of small stature. A familiar person. And that figure proceeded~to head down the hill.
24953|0x00239FBD|Someone of small stature. A~familiar person. And that~figure proceeded to head down~the hill.
24954|0x0023A02A|I broke into a dash, chasing after them.
24955|0x0023A05D|I broke into a dash, chasing~after them.
24956|0x0023A0C8|Aoi-san.
24957|0x0023A0DB|Aoi-san.
24958|0x0023A0FF|...!!
24959|0x0023A10F|...!!
24960|0x0023A124|Aoi-san jumped slightly as I called out to her.
24961|0x0023A15E|Aoi-san jumped slightly as I~called out to her.
24962|0x0023A1C5|She stopped in place and slowly turned around.
24963|0x0023A1FE|She stopped in place and slowly~turned around.
24964|0x0023A277|Sorry, I didn't mean to...
24965|0x0023A29C|Sorry, I didn't mean to...
24966|0x0023A2C6|...But now it was my turn to be surprised.
24967|0x0023A2FB|...But now it was my turn to be~surprised.
24968|0x0023A34F|...I thought you were a ghost.
24969|0x0023A378|...I thought you were a ghost.
24970|0x0023A3A6|Aoi-san clasped to her chest a long tube that I'd grown familiar with~over these past few weeks.
24971|0x0023A411|Aoi-san clasped to her chest a~long tube that I'd grown~familiar with over these past~few weeks.
24972|0x0023A48B|That's... a telescope, isn't it?
24973|0x0023A4B6|That's... a telescope, isn't~it?
24974|0x0023A4E6|Regardless of the fact that it was dark out, which rendered it~difficult to see, there was no mistaking it.
24975|0x0023A55C|Regardless of the fact that it~was dark out, which rendered it~difficult to see, there was no~mistaking it.
24976|0x0023A5F1|......
24977|0x0023A602|......
24978|0x0023A62B|Aoi-san turned to hide it and started walking away.
24979|0x0023A669|Aoi-san turned to hide it and~started walking away.
24980|0x0023A6AC|I hurriedly lined up next to her.
24981|0x0023A6D8|I hurriedly lined up next to~her.
24982|0x0023A74A|Why do you have that telescope?
24983|0x0023A774|Why do you have that telescope?
24984|0x0023A7BD|...What do you mean?
24985|0x0023A7DC|...What do you mean?
24986|0x0023A80A|Well, I was just wondering if you were going stargazing with it.
24987|0x0023A855|Well, I was just wondering if~you were going stargazing with~it.
24988|0x0023A8A5|My excitement shone through in my voice.
24989|0x0023A8D8|My excitement shone through in~my voice.
24990|0x0023A910|Star divination plus a telescope. If she told me she wasn't interested~in stars now, I wouldn't be able to believe it.
24991|0x0023A991|Star divination plus a~telescope. If she told me she~wasn't interested in stars now,~I wouldn't be able to believe
24992|0x0023AA13|Aoi-san walked on in silence.
24993|0x0023AA3B|Aoi-san walked on in silence.
24994|0x0023AA72|Were you by any chance at the lookout with that?
24995|0x0023AAAD|Were you by any chance at the~lookout with that?
24996|0x0023AB07|...Lookout?
24997|0x0023AB1D|...Lookout?
24998|0x0023AB42|The lookout, you know, further up the hill. Haven't you ever been~there?
24999|0x0023AB95|The lookout, you know, further~up the hill. Haven't you ever~been there?
25000|0x0023ABED|Judging by the direction she was walking, she came from either Hibari~High or the lookout.
25001|0x0023AC52|Judging by the direction she~was walking, she came from~either Hibari High or the~lookout.
25002|0x0023ACBC|I didn't spot her there, but the lookout is still relatively spacious,~so there's always the possibility I just didn't notice her.
25003|0x0023AD49|I didn't spot her there, but~the lookout is still relatively~spacious, so there's always the~possibility I just didn't
25004|0x0023ADCF|She made a difficult face.
25005|0x0023ADF4|She made a difficult face.
25006|0x0023AE38|...Isn't it closed off there?
25007|0x0023AE60|...Isn't it closed off there?
25008|0x0023AE97|It's off-limits there, yeah, but you can pretty easily just circle~around the fence.
25009|0x0023AEF6|It's off-limits there, yeah,~but you can pretty easily just~circle around the fence.
25010|0x0023AF66|...So you've gone past the fence before?
25011|0x0023AF99|...So you've gone past the~fence before?
25012|0x0023AFDB|Yeah... Wait, have you?
25013|0x0023AFFD|Yeah... Wait, have you?
25014|0x0023B024|She shook her head.
25015|0x0023B042|She shook her head.
25016|0x0023B06F|You've never been to the lookout ever?
25017|0x0023B0A0|You've never been to the~lookout ever?
25018|0x0023B0F0|...No, I haven't.
25019|0x0023B10C|...No, I haven't.
25020|0x0023B12D|Huh?
25021|0x0023B13C|Huh?
25022|0x0023B15A|Then what's with that telescope?
25023|0x0023B185|Then what's with that~telescope?
