# Parte 5 - Lineas 34901 a 44900
# Total en esta parte: 10000 strings
# Formato: ID|ADDRESS|TEXT
#
34900|0x002FE008|Presumably startled by the flash, the light instantaneously flew away.
34901|0x002FE059|Presumably startled by the~flash, the light~instantaneously flew away.
34902|0x002FE0AF|I heard things like Kyaah!, Oh my god! and so on coming from the~girls' restroom.
34903|0x002FE10B|I heard things like Kyaah!, Oh~my god! and so on coming from~the girls' restroom.
34904|0x002FE16C|I didn't see any flash except the one from Asuka's camera, so I~suppose they either missed their chance or simply forgot to take a~picture.
34905|0x002FE202|I didn't see any flash except~the one from Asuka's camera, so~I suppose they either missed~their chance or simply forgot
34906|0x002FE2C7|...Holy shit.
34907|0x002FE2DF|...Holy shit.
34908|0x002FE2FC|Asuka was peering at the picture he took.
34909|0x002FE330|Asuka was peering at the~picture he took.
34910|0x002FE373|Well, was it a UFO?
34911|0x002FE391|Well, was it a UFO?
34912|0x002FE3CE|Check this out.
34913|0x002FE3E8|Check this out.
34914|0x002FE407|He directed the camera's LCD display my way.
34915|0x002FE43E|He directed the camera's LCD~display my way.
34916|0x002FE4AF|The display showed a white disk that... Wait, actually... To be more~precise, with its outlines more distinctly shown in the picture, it~didn't have the shape of a disk.
34917|0x002FE563|The display showed a white disk~that... Wait, actually... To be~more precise, with its outlines~more distinctly shown in the
34918|0x002FE5F9|Is that... some animal...?
34919|0x002FE61E|Is that... some animal...?
34920|0x002FE684|That's what I'd think. It kinda looks like a bird, but I dunno...
34921|0x002FE6D0|That's what I'd think. It kinda~looks like a bird, but I~dunno...
34922|0x002FE721|It had what appeared to be wings spreading left and right, so it~certainly looked like some sort of bird...
34923|0x002FE797|It had what appeared to be~wings spreading left and right,~so it certainly looked like~some sort of bird...
34924|0x002FE81C|It's hard to make it out since it's shining...
34925|0x002FE855|It's hard to make it out since~it's shining...
34926|0x002FE893|I've never heard of a bird that emits light before.
34927|0x002FE8D1|I've never heard of a bird that~emits light before.
34928|0x002FE92E|Isn't a UFO it seems... but it may be a UMA instead.
34929|0x002FE96D|Isn't a UFO it seems... but it~may be a UMA instead.
34930|0x002FE9BB|UMA? The hell's that?
34931|0x002FE9DB|UMA? The hell's that?
34932|0x002FEA1A|It's short for unidentified mysterious animal. Unusual animals that~haven't been scientifically validated, basically.
34933|0x002FEA9A|It's short for unidentified~mysterious animal. Unusual~animals that haven't been~scientifically validated,
34934|0x002FEB1E|Are we sure someone hasn't just painted some random dove with a~fluorescent color?
34935|0x002FEB7B|Are we sure someone hasn't just~painted some random dove with a~fluorescent color?
34936|0x002FEBF7|Don't be so boring, man... Oh wait, it's back again.
34937|0x002FEC36|Don't be so boring, man... Oh~wait, it's back again.
34938|0x002FEC7A|The mysterious animal came flying this way again, and then it flew~back to draw circles in the air.
34939|0x002FECE8|The mysterious animal came~flying this way again, and then~it flew back to draw circles in~the air.
34940|0x002FED72|I got a message.
34941|0x002FED8D|I got a message.
34942|0x002FEDF7|Onii-chan! I'm gonna go catch it! Wish me luck (*^Å[ﬂ)…
34943|0x002FEE3A|Onii-chan! I'm gonna go catch~it! Wish me luck (*^Å[ﬂ)…
34944|0x002FEEBE|Can't quite tell what it is from the picture, so we might as well try~capturing the thing...
34945|0x002FEF25|Can't quite tell what it is~from the picture, so we might~as well try capturing the~thing...
34946|0x002FEF91|The Occult Club members were all up for capturing it.
34947|0x002FEFD1|The Occult Club members were~all up for capturing it.
34948|0x002FF016|However, Chinami didn't end up bringing her bug-catching net along~because I wouldn't let her.
34949|0x002FF07F|However, Chinami didn't end up~bringing her bug-catching net~along because I wouldn't let~her.
