# Parte 12 - Lineas 104901 a 115344
# Total en esta parte: 10444 strings
# Formato: ID|ADDRESS|TEXT
#
104900|0x0080B8B7|With a carefree smile on her face.
104901|0x0080B8E4|With a carefree smile on her~face.
104902|0x0080B916|So I also had to tell her.
104903|0x0080B93B|So I also had to tell her.
104904|0x0080B965|That she was my beloved little Chinami.
104905|0x0080B997|That she was my beloved little~Chinami.
104906|0x0080B9D8|You're my be... be-bel...
104907|0x0080B9FC|You're my be... be-bel...
104908|0x0080BA3F|...Bell?
104909|0x0080BA52|...Bell?
104910|0x0080BA74|You're my belated little Chinami...
104911|0x0080BAA2|You're my belated little~Chinami...
104912|0x0080BAFA|Not only does that make no sense, but it also kinda sounds like you're~calling me stupid!
104913|0x0080BB5E|Not only does that make no~sense, but it also kinda sounds~like you're calling me stupid!
104914|0x0080BBC7|Even though I was able to say it properly this morning.
104915|0x0080BC09|Even though I was able to say~it properly this morning.
104916|0x0080BC50|But, then again, I didn't mean it in a romantic way at that time.
104917|0x0080BC9C|But, then again, I didn't mean~it in a romantic way at that~time.
104918|0x0080BCED|The only reason I couldn't say it now was sheer embarrassment.
104919|0x0080BD36|The only reason I couldn't say~it now was sheer embarrassment.
104920|0x0080BDCF|Chinami latched onto me.
104921|0x0080BDF2|Chinami latched onto me.
104922|0x0080BE34|Onii-chan, you're embarrassed.
104923|0x0080BE5D|Onii-chan, you're embarrassed.
104924|0x0080BE95|...Not at all.
104925|0x0080BEAE|...Not at all.
104926|0x0080BEE6|But according to my Big Brother Ethogram, whenever you say something~that sounds completely nonsensical it means you're hiding what you~truly think and„Ÿ
104927|0x0080BF8A|But according to my Big Brother~Ethogram, whenever you say~something that sounds~completely nonsensical it means
104928|0x0080C044|I ripped it to shreds.
104929|0x0080C065|I ripped it to shreds.
104930|0x0080C0AC|The third copy has also met its demise!!
104931|0x0080C0DF|The third copy has also met its~demise!!
104932|0x0080C15B|Where's the last one? Spill it!
104933|0x0080C185|Where's the last one? Spill it!
104934|0x0080C1D9|Onii-chan is violating my poor body, and not as my boyfriend but as~some terrible rapist protagonist!
104935|0x0080C249|Onii-chan is violating my poor~body, and not as my boyfriend~but as some terrible rapist~protagonist!
104936|0x0080C2BE|Exactly.
104937|0x0080C2D1|Exactly.
104938|0x0080C2E9|Even if I was able to say those words as her brother, I couldn't say~them now.
104939|0x0080C342|Even if I was able to say those~words as her brother, I~couldn't say them now.
104940|0x0080C3A0|...Is this what people mean when they say falling in love changes a~person?
104941|0x0080C3F6|...Is this what people mean~when they say falling in love~changes a person?
104942|0x0080C46B|Your bad habit is at it again.
104943|0x0080C494|Your bad habit is at it again.
104944|0x0080C4F9|She latched onto me again.
104945|0x0080C51E|She latched onto me again.
104946|0x0080C548|I suppressed my eggheaded thinking.
104947|0x0080C576|I suppressed my eggheaded~thinking.
104948|0x0080C5C9|Just obey your heart...
104949|0x0080C5EB|Just obey your heart...
104950|0x0080C612|Chinami wrapped her arms around my neck.
104951|0x0080C645|Chinami wrapped her arms around~my neck.
104952|0x0080C6BA|I slept in a little this morning.
104953|0x0080C6E6|I slept in a little this~morning.
104954|0x0080C71C|I didn't know whether to attribute it to what Chinami and I had done~last night, or me being legitimately worried over how to explain this~to Shino-san.
104955|0x0080C7BF|I didn't know whether to~attribute it to what Chinami~and I had done last night, or~me being legitimately worried
104956|0x0080C840|Well, at any rate, Chinami would starve if I didn't hurry and make~breakfast.
104957|0x0080C898|Well, at any rate, Chinami~would starve if I didn't hurry~and make breakfast.
104958|0x0080C8F5|And if she actually had gone and started preparing breakfast already,~that would be problematic.
104959|0x0080C960|And if she actually had gone~and started preparing breakfast~already, that would be~problematic.
104960|0x0080C9D0|I told myself I wouldn't stop her from cooking, but I at least needed~to watch over her as she did it.
104961|0x0080CA41|I told myself I wouldn't stop~her from cooking, but I at~least needed to watch over her~as she did it.
104962|0x0080CAB7|You could say I'm like the fallout shelter for her nuclear bomb.
104963|0x0080CB02|You could say I'm like the~fallout shelter for her nuclear~bomb.
104964|0x0080CB52|It's my job to minimize the damage as much as possible.
104965|0x0080CB94|It's my job to minimize the~damage as much as possible.
104966|0x0080CBDB|I nimbly changed into my normal clothes and headed downstairs.
