# Parte 11 - Líneas 94901 a 104900
# Total en esta parte: 10000 strings
# Formato: ID|ADDRESS|TEXT
#
94900|0x0074E4E3|My home country that's now so far away...
94901|0x0074E517|My home country that's now so~far away...
94902|0x0074E55C|My hometown, where I had so many friends...
94903|0x0074E592|My hometown, where I had so~many friends...
94904|0x0074E5F4|An aurora faintly glowed and danced in the sky.
94905|0x0074E62E|An aurora faintly glowed and~danced in the sky.
94906|0x0074E679|I didn't want to move...!
94907|0x0074E69D|I didn't want to move...!
94908|0x0074E6D2|I didn't want to say goodbye to my friends...
94909|0x0074E70A|I didn't want to say goodbye to~my friends...
94910|0x0074E753|I didn't want to say goodbye to my school...
94911|0x0074E78A|I didn't want to say goodbye to~my school...
94912|0x0074E7D2|I didn't want to say goodbye to all the researchers I'd grown close~to...
94913|0x0074E826|I didn't want to say goodbye to~all the researchers I'd grown~close to...
94914|0x0074E88B|I didn't want to say goodbye to the observatory...
94915|0x0074E8C8|I didn't want to say goodbye to~the observatory...
94916|0x0074E916|I didn't want to say goodbye to the stars of the southern~hemisphere...
94917|0x0074E968|I didn't want to say goodbye to~the stars of the southern~hemisphere...
94918|0x0074E9CB|I didn't want to say goodbye to this aurora...
94919|0x0074EA04|I didn't want to say goodbye to~this aurora...
94920|0x0074EA4E|How could... How could I...?
94921|0x0074EA75|How could... How could I...?
94922|0x0074EAAD|It was the country I was born and raised in... I loved it with all my~heart...
94923|0x0074EB06|It was the country I was born~and raised in... I loved it~with all my heart...
94924|0x0074EB64|I was always under the impression that I understood the pain she dealt~with from moving.
94925|0x0074EBC7|I was always under the~impression that I understood~the pain she dealt with from~moving.
94926|0x0074EC2F|But what I went through was nothing compared to Aoi-san's. What she~went through tore her much further apart from what she loved.
94927|0x0074ECBB|But what I went through was~nothing compared to Aoi-san's.~What she went through tore her~much further apart from what
94928|0x0074ED41|I can only imagine how painful that was.
94929|0x0074ED74|I can only imagine how painful~that was.
94930|0x0074EDAC|How hard it must have been to deal with that crippling depression.
94931|0x0074EDF9|How hard it must have been to~deal with that crippling~depression.
94932|0x0074EE57|I want to go...
94933|0x0074EE71|I want to go...
94934|0x0074EE9C|I want to go back...
94935|0x0074EEBB|I want to go back...
94936|0x0074EEEB|I want to see everyone again...
94937|0x0074EF15|I want to see everyone again...
94938|0x0074EF4E|You will, I promise.
94939|0x0074EF6D|You will, I promise.
94940|0x0074EFA8|I'll take you there one day.
94941|0x0074EFCF|I'll take you there one day.
94942|0x0074F005|The next time I show you these stars, they'll be real.
94943|0x0074F046|The next time I show you these~stars, they'll be real.
94944|0x0074F096|First I showed you the starry skies of the southern hemisphere. Next I~showed you the southern auroras.
94945|0x0074F108|First I showed you the starry~skies of the southern~hemisphere. Next I showed you~the southern auroras.
94946|0x0074F189|So next time, I'll take you back to your hometown, where the southern~sky hangs overhead.
94947|0x0074F1ED|So next time, I'll take you~back to your hometown, where~the southern sky hangs~overhead.
94948|0x0074F262|......
94949|0x0074F273|......
94950|0x0074F293|I promise.
94951|0x0074F2A8|I promise.
94952|0x0074F2CC|I promise that I'll take you there.
94953|0x0074F2FA|I promise that I'll take you~there.
94954|0x0074F339|...Why?
94955|0x0074F34B|...Why?
94956|0x0074F36C|Because I like you, Aoi-san.
94957|0x0074F393|Because I like you, Aoi-san.
94958|0x0074F3BF|Because I liked her as a friend.
94959|0x0074F3EA|Because I liked her as a~friend.
94960|0x0074F41A|Though honestly, perhaps it had already gone past just that.
94961|0x0074F461|Though honestly, perhaps it had~already gone past just that.
94962|0x0074F4B7|Maybe these feelings I have for you are more than what I'd just feel~for a friend.
94963|0x0074F514|Maybe these feelings I have for~you are more than what I'd just~feel for a friend.
94964|0x0074F582|......
94965|0x0074F593|......
94966|0x0074F5B5|You keep saying those things...
94967|0x0074F5DF|You keep saying those things...
94968|0x0074F61A|Deceiving me...
94969|0x0074F634|Deceiving me...
94970|0x0074F65F|Cajoling me...
94971|0x0074F678|Cajoling me...
94972|0x0074F6A2|Seriously. It almost makes me want to join the~sue-for-damages-caused-by-fraud society.
94973|0x0074F704|Seriously. It almost makes me~want to join the~sue-for-damages-caused-by-fraud~society.
94974|0x0074F775|But you know, it's generally the victim's fault for being tricked.
94975|0x0074F7C2|But you know, it's generally~the victim's fault for being~tricked.
94976|0x0074F82D|You're awful...
94977|0x0074F847|You're awful...
94978|0x0074F870|I guess.
94979|0x0074F883|I guess.
94980|0x0074F8A7|You're the one to blame for this, Senpai...
94981|0x0074F8DD|You're the one to blame for~this, Senpai...
94982|0x0074F922|Yeah, I probably am.
94983|0x0074F941|Yeah, I probably am.
94984|0x0074F971|Then take responsibility...
94985|0x0074F997|Then take responsibility...
94986|0x0074F9CE|I want you to take responsibility for making me like this...
94987|0x0074FA15|I want you to take~responsibility for making me~like this...
94988|0x0074FA6B|Sure thing. Just tell me what you want me to do.
94989|0x0074FAA6|Sure thing. Just tell me what~you want me to do.
94990|0x0074FAF0|Tell me your deepest wish.
94991|0x0074FB15|Tell me your deepest wish.
94992|0x0074FB49|And I'll do everything within my power to make that wish a reality.
94993|0x0074FB97|And I'll do everything within~my power to make that wish a~reality.
94994|0x0074FBF6|......
94995|0x0074FC07|......
94996|0x0074FC27|You should just be honest, Aoi-san. Do what you want to.
94997|0x0074FC6A|You should just be honest,~Aoi-san. Do what you want to.
94998|0x0074FCBE|...Then this is my wish, Senpai.
94999|0x0074FCE9|...Then this is my wish,~Senpai.
95000|0x0074FD25|Please take me there...
95001|0x0074FD47|Please take me there...
95002|0x0074FD7A|Please take me there, no matter what...
95003|0x0074FDAC|Please take me there, no matter~what...
95004|0x0074FDE3|We bathed in the light of the auroras which danced inside the~planetarium.
95005|0x0074FE38|We bathed in the light of the~auroras which danced inside the~planetarium.
95006|0x0074FE9E|Senpai...
95007|0x0074FEB2|Senpai...
95008|0x0074FED7|If you go back on your word, then I'll hate you forever...
95009|0x0074FF1C|If you go back on your word,~then I'll hate you forever...
95010|0x0074FF72|Even though my feelings for you are this strong, that won't stop me~from hating you forever─
95011|0x0074FFDA|Even though my feelings for you~are this strong, that won't~stop me from hating you~forever─
95012|0x00750091|Underneath that sky, a warm sensation touched my lips.
95013|0x007500D2|Underneath that sky, a warm~sensation touched my lips.
95014|0x00750118|Even under the thick veil of darkness, the light of the flickering~aurora faintly illuminated her face.
95015|0x0075018A|Even under the thick veil of~darkness, the light of the~flickering aurora faintly~illuminated her face.
95016|0x00750201|Like a dream.
95017|0x00750219|Like a dream.
95018|0x00750236|Like an illusory touch upon my lips.
95019|0x00750265|Like an illusory touch upon my~lips.
95020|0x00750299|I began to think about the meaning of this kiss.
95021|0x007502D4|I began to think about the~meaning of this kiss.
95022|0x00750314|Kissing on the lips is hardly something two friends would ever do.
95023|0x00750361|Kissing on the lips is hardly~something two friends would~ever do.
95024|0x007503B3|It gave me clarity about my own feelings as well.
95025|0x007503EF|It gave me clarity about my own~feelings as well.
95026|0x0075045C|Mh... mnph...
95027|0x00750474|Mh... mnph...
95028|0x00750491|Even during our long, long kiss, the projector continued to silently~revolve.
95029|0x007504E9|Even during our long, long~kiss, the projector continued~to silently revolve.
95030|0x00750546|The sky began to give off a white glow.
95031|0x00750578|The sky began to give off a~white glow.
95032|0x007505AF|The sun had risen from the eastern horizon.
95033|0x007505E5|The sun had risen from the~eastern horizon.
95034|0x00750620|The show was nearing its finale.
95035|0x0075064B|The show was nearing its~finale.
95036|0x0075067B|Once the sun came into perspective, this magic would finally wear off.
95037|0x007506CC|Once the sun came into~perspective, this magic would~finally wear off.
95038|0x00750742|This dreamlike world that the director had created for us, would be no~more.
95039|0x00750799|This dreamlike world that the~director had created for us,~would be no more.
95040|0x007507F5|A fleeting dream.
95041|0x00750811|A fleeting dream.
95042|0x00750832|(Now it's my turn to carry this dream.)
95043|0x00750864|(Now it's my turn to carry this~dream.)
95044|0x0075089B|(Along with the broken telescope that you entrusted to her...)
95045|0x007508E4|(Along with the broken~telescope that you entrusted to~her...)
95046|0x00750932|(That's what you wanted, isn't it, Dad─)
95047|0x00750966|(That's what you wanted, isn't~it, Dad─)
95048|0x00750A0C|This morning was a lot warmer than usual.
95049|0x00750A40|This morning was a lot warmer~than usual.
95050|0x00750AA3|You'd almost think a typhoon had just passed through from the sparsity~of the clouds.
95051|0x00750B03|You'd almost think a typhoon~had just passed through from~the sparsity of the clouds.
95052|0x00750B68|Here in Hibarigasaki we rarely ever see typhoons. Even if one did by~chance come near us, it would normally just diverge towards the ocean~somewhere along the way.
95053|0x00750C16|Here in Hibarigasaki we rarely~ever see typhoons. Even if one~did by chance come near us, it~would normally just diverge
95054|0x00750C9E|Hence, this almost summer-like weather was something like a gift~bestowed upon us by the sun before winter came along.
95055|0x00750D1F|Hence, this almost summer-like~weather was something like a~gift bestowed upon us by the~sun before winter came along.
95056|0x00750DA5|It also felt sort of embarrassing, like Mother Nature herself was~blessing our relationship.
95057|0x00750E0C|It also felt sort of~embarrassing, like Mother~Nature herself was blessing our~relationship.
95058|0x00750EAD|Good morning, Aoi-san.
95059|0x00750ECE|Good morning, Aoi-san.
95060|0x00750F29|Aoi-san passed by the front of my house on her way to school.
95061|0x00750F71|Aoi-san passed by the front of~my house on her way to school.
95062|0x00750FD8|......
95063|0x00750FE9|......
95064|0x00750FFF|She stopped and stared down at the ground.
95065|0x00751034|She stopped and stared down at~the ground.
95066|0x0075106E|In contrast to her usual routine, she didn't walk off by herself~without me.
95067|0x007510C5|In contrast to her usual~routine, she didn't walk off by~herself without me.
95068|0x0075113B|...Good... morning...
95069|0x0075115B|...Good... morning...
95070|0x00751180|She bashfully greeted me.
95071|0x007511A4|She bashfully greeted me.
95072|0x007511CD|...Because of that, I too didn't know what to say anymore.
95073|0x00751212|...Because of that, I too~didn't know what to say~anymore.
95074|0x0075125C|Not wanting to sit here and not say anything, I struggled to squeeze~some words out of my throat.
95075|0x007512C8|Not wanting to sit here and not~say anything, I struggled to~squeeze some words out of my~throat.
95076|0x0075135A|Aoi-san...
95077|0x0075136F|Aoi-san...
95078|0x007513A3|No way...
95079|0x007513B7|No way...
95080|0x007513D0|I didn't really get what was going on, but I got rejected.
95081|0x00751415|I didn't really get what was~going on, but I got rejected.
95082|0x0075145F|After the planetarium show ended yesterday, we parted ways~immediately. She didn't even show up to dinner.
95083|0x007514D4|After the planetarium show~ended yesterday, we parted ways~immediately. She didn't even~show up to dinner.
95084|0x0075154E|I didn't dare go to her room either ─ it was just as difficult for~me to face her.
95085|0x007515AC|I didn't dare go to her room~either ─ it was just as~difficult for me to face her.
95086|0x0075160F|The day ended just like that, leaving us in a bit of an awkward~situation.
95087|0x00751664|The day ended just like that,~leaving us in a bit of an~awkward situation.
95088|0x007516BE|...If I'd known this would happen, I could've at least messaged her~last night.
95089|0x00751718|...If I'd known this would~happen, I could've at least~messaged her last night.
95090|0x00751777|I should have confirmed her feelings.
95091|0x007517A7|I should have confirmed her~feelings.
