# Parte 6 - Líneas 44901 a 54900
# Total en esta parte: 10000 strings
# Formato: ID|ADDRESS|TEXT
#
44900|0x003BB838|(...Just how much longer am I going to let this nervousness get the~better of me?)
44901|0x003BB895|(...Just how much longer am I~going to let this nervousness~get the better of me?)
44902|0x003BB8F7|Yume was acting perfectly normal.
44903|0x003BB923|Yume was acting perfectly~normal.
44904|0x003BB954|She was acting so perfectly normal that it was almost weird.
44905|0x003BB99B|She was acting so perfectly~normal that it was almost~weird.
44906|0x003BB9E7|To be honest, that was kind of frustrating to me.
44907|0x003BBA23|To be honest, that was kind of~frustrating to me.
44908|0x003BBA7D|You're the first person that's ever come to visit me since I came to~this hospital, you know that?
44909|0x003BBAEA|You're the first person that's~ever come to visit me since I~came to this hospital, you know~that?
44910|0x003BBB68|So I'm really happy, or I guess, it's more like embarrassment? It~honestly makes me feel a little weird.
44911|0x003BBBDB|So I'm really happy, or I~guess, it's more like~embarrassment? It honestly~makes me feel a little weird.
44912|0x003BBC53|She was able to speak so normally and fluently.
44913|0x003BBC8D|She was able to speak so~normally and fluently.
44914|0x003BBCCC|She acted perfectly normal, like this was a normal, everyday~occurrence.
44915|0x003BBD1F|She acted perfectly normal,~like this was a normal,~everyday occurrence.
44916|0x003BBD77|I expected a bigger reaction out of her, whether she got surprised or~nostalgic about the past when she saw me.
44917|0x003BBDF1|I expected a bigger reaction~out of her, whether she got~surprised or nostalgic about~the past when she saw me.
44918|0x003BBE70|(...Wait, she hasn't forgotten about me, has she?)
44919|0x003BBEAD|(...Wait, she hasn't forgotten~about me, has she?)
44920|0x003BBEF9|Hey, uh...
44921|0x003BBF0E|Hey, uh...
44922|0x003BBF41|What is it?
44923|0x003BBF57|What is it?
44924|0x003BBF7C|You are Yume, aren't you?
44925|0x003BBFA0|You are Yume, aren't you?
44926|0x003BBFD5|That's right. Ototsu Yume is my name.
44927|0x003BC005|That's right. Ototsu Yume is my~name.
44928|0x003BC044|Do you remember me?
44929|0x003BC062|Do you remember me?
44930|0x003BC09E|Huh?
44931|0x003BC0AD|Huh?
44932|0x003BC0CB|Kogasaka You. Ring a bell at all?
44933|0x003BC0F7|Kogasaka You. Ring a bell at~all?
44934|0x003BC134|...Umm.
44935|0x003BC146|...Umm.
44936|0x003BC167|We played together... y'know, for about a month back in elementary~school...
44937|0x003BC1BE|We played together... y'know,~for about a month back in~elementary school...
44938|0x003BC226|...We played together?
44939|0x003BC247|...We played together?
44940|0x003BC277|Yeah. Up at the lookout, just the two of us.
44941|0x003BC2AE|Yeah. Up at the lookout, just~the two of us.
44942|0x003BC2F6|What lookout?
44943|0x003BC30E|What lookout?
44944|0x003BC335|Well, there's lookout on the top of the hill, right?
44945|0x003BC374|Well, there's lookout on the~top of the hill, right?
44946|0x003BC3C4|You mean the one up there when you walk past the school?
44947|0x003BC407|You mean the one up there when~you walk past the school?
44948|0x003BC459|Yeah, that's the one.
44949|0x003BC479|Yeah, that's the one.
44950|0x003BC4B7|Oh right, there's a lookout up there.
44951|0x003BC4E7|Oh right, there's a lookout up~there.
44952|0x003BC526|...Err, have you forgotten?
44953|0x003BC54C|...Err, have you forgotten?
44954|0x003BC590|Forgotten what?
44955|0x003BC5AA|Forgotten what?
44956|0x003BC5C9|This conversation was going the exact opposite of how I thought it~would.
44957|0x003BC61D|This conversation was going the~exact opposite of how I thought~it would.
44958|0x003BC676|That made me assume the worst. It wasn't a good feeling.
44959|0x003BC6B9|That made me assume the worst.~It wasn't a good feeling.
44960|0x003BC71A|Come to think of it, I still haven't asked you.
44961|0x003BC754|Come to think of it, I still~haven't asked you.
44962|0x003BC79F|Why exactly are you visiting me?
44963|0x003BC7CA|Why exactly are you visiting~me?
44964|0x003BC7FA|I told myself repeatedly that there was no way she could've forgotten.
44965|0x003BC84B|I told myself repeatedly that~there was no way she could've~forgotten.
44966|0x003BC8A1|I never forgot all this time.
44967|0x003BC8C9|I never forgot all this time.
44968|0x003BC8F6|I protected these memories so dearly and never let them fade.
44969|0x003BC93E|I protected these memories so~dearly and never let them fade.
44970|0x003BC98B|I held them tight in my heart, all these years.
44971|0x003BC9C5|I held them tight in my heart,~all these years.
44972|0x003BCA1D|Today is the first time we've...
44973|0x003BCA48|Today is the first time~we've...
44974|0x003BCA82|...It was seven years ago.
44975|0x003BCAA7|...It was seven years ago.
44976|0x003BCAD1|I cut her off. I was afraid to hear the rest of that sentence.
44977|0x003BCB1A|I cut her off. I was afraid to~hear the rest of that sentence.
44978|0x003BCB68|She blinked in surprise.
44979|0x003BCB8B|She blinked in surprise.
44980|0x003BCBBD|Seven years ago, I used to live here in Hibarigasaki.
44981|0x003BCBFD|Seven years ago, I used to live~here in Hibarigasaki.
44982|0x003BCC5B|Oh, I see.
44983|0x003BCC70|Oh, I see.
44984|0x003BCC94|But then I moved away from here to an urban city due to circumstances~with my mother's work.
44985|0x003BCCFB|But then I moved away from here~to an urban city due to~circumstances with my mother's~work.
44986|0x003BCD73|Uh-huh.
44987|0x003BCD85|Uh-huh.
44988|0x003BCDA6|And this July, I returned to Hibarigasaki.
44989|0x003BCDDB|And this July, I returned to~Hibarigasaki.
44990|0x003BCE21|Uh-huh.
44991|0x003BCE33|Uh-huh.
44992|0x003BCE54|The very first thing I did right after coming back was set out to go~find you.
44993|0x003BCEAD|The very first thing I did~right after coming back was set~out to go find you.
44994|0x003BCF24|......
44995|0x003BCF35|......
44996|0x003BCF55|However, my initial efforts were fruitless, so I've been searching for~you ever since. This whole time, up until today when I finally got the~chance to see you again.
44997|0x003BD006|However, my initial efforts~were fruitless, so I've been~searching for you ever since.~This whole time, up until today
44998|0x003BD096|There was a point when I'd just about given up. However, there was a~friend who gave me a push in the back. And some of my other friends~helped me search for you after that.
44999|0x003BD14E|There was a point when I'd just~about given up. However, there~was a friend who gave me a push~in the back. And some of my
45000|0x003BD1E2|I'm really grateful to all of them.
45001|0x003BD210|I'm really grateful to all of~them.
45002|0x003BD24D|After all, I was able to find out where you are...
45003|0x003BD28A|After all, I was able to find~out where you are...
45004|0x003BD2D6|And I could come here, and finally see you again.
45005|0x003BD312|And I could come here, and~finally see you again.
45006|0x003BD35F|......
45007|0x003BD370|......
45008|0x003BD390|...You really don't remember?
45009|0x003BD3B8|...You really don't remember?
45010|0x003BD3E5|My hope was crumbling before my eyes, but I desperately clung to it~anyway.
45011|0x003BD43B|My hope was crumbling before my~eyes, but I desperately clung~to it anyway.
45012|0x003BD4A0|We made a promise that day, at the lookout... right before I left...
45013|0x003BD4EF|We made a promise that day, at~the lookout... right before I~left...
45014|0x003BD54D|It was Tanabata.
45015|0x003BD568|It was Tanabata.
45016|0x003BD592|You and I promised each other we'd see each other again.
45017|0x003BD5D5|You and I promised each other~we'd see each other again.
45018|0x003BD627|And then after that, we'd...
45019|0x003BD64E|And then after that, we'd...
