# Parte 8 - Líneas 64901 a 74900
# Total en esta parte: 10000 strings
# Formato: ID|ADDRESS|TEXT
#
64900|0x0051F6D9|Even your face is like the image of a perfect daughter.
64901|0x0051F71B|Even your face is like the~image of a perfect daughter.
64902|0x0051F77C|...Well, thanks for imitating me.
64903|0x0051F7A8|...Well, thanks for imitating~me.
64904|0x0051F810|Asuho.
64905|0x0051F821|Asuho.
64906|0x0051F851|...Mmh.
64907|0x0051F863|...Mmh.
64908|0x0051F890|I pulled her close so that we could share a light kiss, with our lips~just barely touching.
64909|0x0051F8F6|I pulled her close so that we~could share a light kiss, with~our lips just barely touching.
64910|0x0051F9B3|Bye.
64911|0x0051F9C2|Bye.
64912|0x0051F9F0|Bye-bye.
64913|0x0051FA03|Bye-bye.
64914|0x0051FA1B|Our relationship seemed to be going smoothly, from the looks of it.
64915|0x0051FA69|Our relationship seemed to be~going smoothly, from the looks~of it.
64916|0x0051FABC|I couldn't see any obstacles in our way at all.
64917|0x0051FAF6|I couldn't see any obstacles in~our way at all.
64918|0x0051FBF7|Asuho. I don't want you helping out at the cafe anymore from here on~out.
64919|0x0051FC4B|Asuho. I don't want you helping~out at the cafe anymore from~here on out.
64920|0x0051FCA9|The next day after school, Asuho's dad suddenly threw those words at~her as we were getting ready for work.
64921|0x0051FD1F|The next day after school,~Asuho's dad suddenly threw~those words at her as we were~getting ready for work.
64922|0x0051FDD3|...What's brought this on?
64923|0x0051FDF8|...What's brought this on?
64924|0x0051FE3C|Put bluntly, I'm firing you.
64925|0x0051FE63|Put bluntly, I'm firing you.
64926|0x0051FEA9|Fine. Then I'll just have to fire you.
64927|0x0051FEDA|Fine. Then I'll just have to~fire you.
64928|0x0051FF2A|Look, I'm being serious here.
64929|0x0051FF52|Look, I'm being serious here.
64930|0x0051FF99|Me too.
64931|0x0051FFAB|Me too.
64932|0x0051FFDC|...Dear, our poor daughter's grown up to be wayward.
64933|0x0052001B|...Dear, our poor daughter's~grown up to be wayward.
64934|0x00520079|That's funny coming from you, considering Mom left you.
